AR010997033,000151180
AR010997034,000151181
AR010997039,000151184
AR010991171,000151201
AR010997238,000151202
AR010125610,000151203
AR010448408,000151204
AR010177954,000151207
AR010249203,000151211
AR010085441,000151215
AR010180434,000151216
AR010249212,000151217
AR010104731,000151218
AR010272615,000151220
AR010288550,000151223
AR010448546,000151225
AR010448550,000151226
AR010448559,000151228
AR010448568,000151229
AR010448572,000151230
AR010759730,000151232
AR010448717,000151236
AR010448736,000151240
AR010448738,000151242
AR010494590,000151243
AR010700466,000151244
AR010388549,000151245
AR010086696,000151247
AR010086690,000151248
AR010761923,000151249
AR010152474,000151252
AR010086717,000151253
AR010086477,000151257
AR010395683,000151260
AR010112371,000151261
AR010112362,000151262
AR010168969,000151264
AR010296496,000151265
AR010112696,000151270
AR010696455,000151284
AR010134203,000151285
AR010168859,000151286
AR010696456,000151289
AR010577862,000151293
AR010404455,000151297
AR010192105,000151300
AR010358379,000151305
AR010672419,000151311
AR010312067,000151314
AR010248456,000151315
AR010468617,000151317
AR010577863,000151322
AR010296507,000151323
AR010013381,000151324
AR010696464,000151325
AR010296510,000151327
AR010459729,000151328
AR010577865,000151329
AR010171992,000151330
AR010696465,000151333
AR010696466,000151334
AR010577867,000151338
AR010073711,000151352
AR010197206,000151354
AR010616636,000151356
AR010277592,000151358
AR010115980,000151360
AR010616644,000151364
AR010542345,000151368
AR010616374,000151381
AR010557517,000151387
AR010134705,000151389
AR010761349,000151390
AR010804524,000151392
AR010302780,000151394
AR010616376,000151396
AR010124939,000151406
AR010574299,000151408
AR010732450,000151409
AR010816184,000151417
AR010010204,000151422
AR010214407,000151424
AR010145289,000151429
AR010396568,000151433
AR010891024,000151434
AR010275181,000151437
AR010410049,000151440
AR010228731,000151441
AR010382978,000151442
AR010696484,000151444
AR010145729,000151445
AR010885545,000151447
AR010145720,000151448
AR010306058,000151449
AR010614298,000151451
AR010630818,000151452
AR010630881,000151455
AR010353203,000151462
AR010376966,000151468
AR010631009,000151469
AR010710789,000151471
AR010578044,000151483
AR010192147,000151484
AR010129989,000151488
AR010900907,000151497
AR010278128,000151502
AR010130066,000151503
AR010130072,000151504
AR010378350,000151506
AR010696496,000151507
AR010631063,000151510
AR010210619,000151514
AR010760277,000151516
AR010148294,000151518
AR010760310,000151519
AR010627063,000151522
AR010627093,000151524
AR010130563,000151525
AR010696498,000151526
AR010277418,000151531
AR010853238,000151532
AR010740466,000151538
AR010536028,000151540
AR010908885,000151541
AR010060235,000151543
AR010895907,000151545
AR010290411,000151548
AR010124984,000151549
AR010124986,000151550
AR010349973,000151551
AR010193330,000151552
AR010627220,000151553
AR010060271,000151557
AR010060292,000151558
AR010060277,000151559
AR010060280,000151561
AR010910036,000151564
AR010910024,000151565
AR010910031,000151567
AR010910032,000151569
